"hotel id",hotel,oras,"oras ales",mappedLocations,"potrivire perfecta","protrivire partiala","potrivire primul cuvant",mapare,potrivire
OT-PROP-A-779159,"Joya Luxury Villas",Zakynthos,"Zakynthos Town","Ag. Nikolaos Port; Agalas; Agia Marina; Agia Marina; Agia Thekli; Agioi Pantes; Agios Diimitrios; Agios Ioannis; Agios Kirikos; Agios Leon; Agios Sostis; Agrilia; Ai Giannis; Akrotiri; Alikanas; Alonia; Alykes; Ambelokipoi; Ammoudi; Ampelos; Ampoula; Anafonitria; Ano Gerakari; Ano Vasilikos; Ano Volimes; Apelati; Argasi; Askos; Bokhali; Chamouzas; Drakas; Drosia; Drosia; Elies; Exo Chora; Fiolitis; Fterini; Gaitani; Galaro; Girion; Ionian Islands; Kalamaki; Kalipado; Kalliteros; Kallithea; Kalpaki; Kampi; Kastelia; Katastari; Kato Gerakari; Keri; Khartata; Kiliomenos; Kipseli; Korithi; Koroni; Koukounaria; Kydoni; Laganas; Lagkadakia; Lagopodo; Limni Keriou; Limonteika; Lithakia; Louha; Makheradon; Marathias; Margaraiiika; Maries; Marinaiika; Melinado; Meso Gerakari; Mikro Nisi; Moni Strofadon; Mouzaki; Neromylos; Orthoniai; Pantokrator; Pefkakia; Pigadakia; Plagos; Planos; Planos; Psareika; Psarou; Romirion; Sarakinado; Skinaria; Skoulikado; Stimies; Tragaki; Tsilivi; Vanaton; Varvara; Vasilikos; Volimes; Vouyiaton; Xirokastello; Zakinthos Airport; Zakynthos Town; Zante Island",,"Zakynthos Town",,,partiala
OT-PROP-A-780,"Mr & Mrs White Paros Suites & More",Paros,"Paros Island","Agia Irini; Aliki; Aneratza; Angeria; Chrissi Akti; Cyclades; Dhragoulas; Drios; Ekatondapiliani; Episkopiana; Kamari; Kolibithres; Kolympithres; Kostos; Lefkes; Livadia; Logaras; Marathi; Marmara; Marpissa; Naousa; Naoussa; Nea Cryssi Akti; New Golden Beach; Paraspori; Parasporos; Parikia; Paros Island; Paros National Airport; Piso Livadi; Pounta; Santa Maria; Sarakiniko",,"Paros IslandParos National Airport",,,partiala
OT-PROP-A-783,"Divani Corfu Palace",Corfu,"Corfu Island","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Corfu IslandCorfu International Airport, ""Ioannis Kapodistrias""Corfu Town",,,partiala
OT-PROP-A-784,"Corfu Holiday Palace","Corfu, Ionian Islands","Ionian Islands","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Ionian Islands",,,partiala
OT-PROP-A-785,"Corfu Maris Hotel","Corfu Island, Ionian Islands","Corfu Island","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Corfu IslandIonian Islands",,,partiala
OT-PROP-A-787110,"Acrothea Suites And Villas",Santorini,"Santorini Island","Agia Irini; Agia Paraskevi; Agios Georgios; Agrilia; Akrotiri; Cyclades; Emporio; Episkopi; Exo Gialos; Exo Gonia; Exomytis; Finikia; Firostefani; Firá; Imerovigli; Kamari; Karterados; Manolas; Megalochori; Mesaria; Monolithos; Oia; Ormos Korfou; Perissa; Perivolos; Potamos; Pyrgos; Santorini Airport; Santorini Island; Tholos; Vlychada; Vothonas; Vourvoulos",,"Santorini IslandSantorini Airport",,,partiala
OT-PROP-A-787813,"Rarakos Houses Corfu",Corfu,"Corfu Island","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Corfu IslandCorfu International Airport, ""Ioannis Kapodistrias""Corfu Town",,,partiala
OT-PROP-A-790,"Georgioupolis Resort & Aqua Park",Georgioupolis,Georgioupolis,"Achatzikia; Agii Pantes; Agios Georgios Agiou Konstantinou; Agios Konstantinos; Agios Pavlos; Alikambos; Archontiki; Arevitis; Argyromouri; Argyroupoli; Armeni; Asigonia; Asprosikia; Asprouliani; Ayios Vasilios; Babilis; Balarina; Chambata; Chania Region - Crete; Chiliomoudou; Crete Island; Dimitrouliana; Douliana; Dramia; Drapanos; Embrosneros; Episkopi; Exopolis; Filaki; Filippos; Fones; Fres; Gavalochori; Gavalokhorion; Georgioupolis; Kaina; Kalamitsi Alexandrou; Kalamitsi Amygdali; Kambia; Kares Apokorronou; Karoti; Kastellos; Kato Poros; Kato Valsamonero; Katouna; Kavallos; Kefalas; Kokkina Choria; Koprana; Koufi; Kournas; Kyriakosellia; Lassithi Region - Crete; Likotinarea; Litsarda; Macheri; Mamouniana; Maroulou; Mathes; Melidoni; Metochi Getemi; Mourion; Neo Chorio; Nerochori; Nipos; Paleloni; Pano Kefalas; Patima; Pedochori; Pemonia; Petres; Petroulides; Pirgos; Plaka; Provarma; Ramni; Rethimno Region - Crete; Samonas; Sellia; Souri; Stiftiana; Stylos; Tsikoliana; Tsivaras; Tzitzifes; Vafes; Vamos; Vatoudiaris; Vrises; Xiladhiana; Xirosterni; Yeoryioupolis; Zouridi",Georgioupolis,,,,perfecta
OT-PROP-A-7921,"Bellonia Villas",Santorini,"Santorini Island","Agia Irini; Agia Paraskevi; Agios Georgios; Agrilia; Akrotiri; Cyclades; Emporio; Episkopi; Exo Gialos; Exo Gonia; Exomytis; Finikia; Firostefani; Firá; Imerovigli; Kamari; Karterados; Manolas; Megalochori; Mesaria; Monolithos; Oia; Ormos Korfou; Perissa; Perivolos; Potamos; Pyrgos; Santorini Airport; Santorini Island; Tholos; Vlychada; Vothonas; Vourvoulos",,"Santorini IslandSantorini Airport",,,partiala
OT-PROP-A-793003,"Messinian Icon","Káto Vérga, Messinia, Kalamata",Kalamata,"Agia Paraskevi; Agia Triada; Agioi Pantes; Agios Fanourios; Agrilos; Agriomata; Aipia; Aithaia; Akovitika; Akrogiali; Alagonia; Almiron; Alonia; Altomira; Amfia; Ammos; Analipsi; Anatoliki Synoikia; Anatolikon; Andikalamos; Anemomilos; Ano Amfia; Ano Arfara; Ano Doloi; Ano Verga; Anthia; Anthoupoli; Arakhova; Arfara; Ariokhorion; Aris; Arkhondikon; Armenika; Artemisia; Asprokhoma; Aspropoulia; Avia; Avramiou; Ayios Floros; Ayios Konstandinos; Charavgi; Chora Gaitson; Dendra; Dhendra; Dhremion; Drosopigi; Emialoi; Farai; Filothei; Fragkopigado; Gianitsanika; Goulimides; Iliopoulaiika; Kalamata; Kalamata Airport; Kalamion; Kalianaiika; Kallithea; Kampos; Kapoglaiika; Karvelion; Kastro; Kato Amfia; Kato Doloi; Kato Karvelion; Kato Verga; Katsaraiika; Kentron; Khristofilaiika; Kitriai; Kordias; Kotsikhovos; Koumoundhouros; Kouris; Koutala; Krasopoula; Krya Vrysi; Kserokampi; Ladhas; Laiika; Malta; Mani; Megali Mantineia; Menina; Messinia - Kalamata - Pylos; Mikra Mantineia; Mikromani; Mirton; Mousga; Mpournias; Nedhousa; Nikitaras; Orovas; Palaion Khorion; Pano Galari; Paralia Vergas; Peloponnese; Pera Makhalas; Perivolakia; Pidhima; Pigadia; Piyai; Platanakion; Plati; Platoma; Poliana; Profitis Ilias; Rachi; Rizana; Skala; Sotirianika; Sperkhoyia; Spitakia; Stamatinon; Stavropigion; Terma Lakonikis; Thouria; Toumpia; Velanidhia; Voreion; Vromovrisi; Yianitsa",,Kalamata,,,partiala
OT-PROP-A-794,"Daedalus Hotel",Santorini,"Santorini Island","Agia Irini; Agia Paraskevi; Agios Georgios; Agrilia; Akrotiri; Cyclades; Emporio; Episkopi; Exo Gialos; Exo Gonia; Exomytis; Finikia; Firostefani; Firá; Imerovigli; Kamari; Karterados; Manolas; Megalochori; Mesaria; Monolithos; Oia; Ormos Korfou; Perissa; Perivolos; Potamos; Pyrgos; Santorini Airport; Santorini Island; Tholos; Vlychada; Vothonas; Vourvoulos",,"Santorini IslandSantorini Airport",,,partiala
OT-PROP-A-795,"Amaria Beach Resort",Santorini,"Santorini Island","Agia Irini; Agia Paraskevi; Agios Georgios; Agrilia; Akrotiri; Cyclades; Emporio; Episkopi; Exo Gialos; Exo Gonia; Exomytis; Finikia; Firostefani; Firá; Imerovigli; Kamari; Karterados; Manolas; Megalochori; Mesaria; Monolithos; Oia; Ormos Korfou; Perissa; Perivolos; Potamos; Pyrgos; Santorini Airport; Santorini Island; Tholos; Vlychada; Vothonas; Vourvoulos",,"Santorini IslandSantorini Airport",,,partiala
